Date,Composants de coûts,Devise,Type de données,Source de données,Commerce extérieur,Indicateur,Marché,Produit,Groupe de produits,Système de production,Provenance du produit,Propriétés du produit,Sous-groupe de produits,Région de vente,Unité,Mode d’utilisation,Echelon de création de valeur_Détail,Echelon de création de valeur ,Prix
07-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait bio, total",Lait cru,Bio,Région 1,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,85.550443
07-2014,Hors TVA,Centimes,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,"Lait UE, total",Lait cru,NA,UE,NA,"Lait cru, International",UE-28,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,44.6148
07-2014,Hors TVA,Centimes,Valeur réalisée,BLE Deutschland,NA,Prix,Lait et produits laitiers,"Lait DE, total",Lait cru,NA,Allemagne,NA,"Lait cru, International",Allemagne,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,45.846203
07-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé artisanalement en fromage (conventionnel),Lait cru,Conventionnel,Région 5,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,83.593686
07-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait CH, total",Lait cru,NA,Suisse,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,69.037299
07-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé artisanalement en fromage (conventionnel),Lait cru,Conventionnel,Région 1,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,82.987663
07-2014,NA,Centimes,Prix indicatif,IPL,NA,Prix,Lait et produits laitiers,"Prix indicatif, segment A",Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,segment A,Production non définie,Production,71
07-2014,Hors TVA,Centimes,Valeur réalisée,France Agrimer,NA,Prix,Lait et produits laitiers,"Lait FR, total",Lait cru,NA,France,NA,"Lait cru, International",France,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,44.722571
07-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait CH, total",Lait cru,NA,Région 3,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,67.210506
07-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé en fromage (conventionnel),Lait cru,Conventionnel,Région 5,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,80.366432
07-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait de centrale (conventionnel),Lait cru,Conventionnel,Région 4,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,66.919234
07-2014,Hors TVA,Centimes,Valeur réalisée,CLAL Italien,NA,Prix,Lait et produits laitiers,"Lait USA, total",Lait cru,NA,USA / Canada,NA,"Lait cru, International",USA,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,46.0971
07-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé en fromage (conventionnel),Lait cru,Conventionnel,Région 1,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,79.249062
07-2014,NA,Centimes,Prix indicatif,IPL,NA,Prix,Lait et produits laitiers,"Lait conventionnel, total",Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,segment A,Production non définie,Production,71
07-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait de centrale (conventionnel),Lait cru,Conventionnel,Région 3,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,65.96099
07-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait de centrale (conventionnel),Lait cru,Conventionnel,Région 1,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,64.715029
07-2014,Hors TVA,Centimes,Prix indicatif,IFE,NA,Prix,Lait et produits laitiers,Valeur de la matière première Lait Ife,Lait cru,NA,"Reste du monde, non suisse",NA,"Lait cru, International",NA,kg,NA,Au départ de la ferme (échelon de la production),Production,44.5905
07-2014,Hors TVA,Centimes,Prix indicatif,CLAL Italien,NA,Prix,Lait et produits laitiers,Prix du lait spot Italie Lodi,Lait cru,NA,Italie,NA,"Lait cru, International",Italie,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,48.6
07-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Segment B,Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,segment B,Au départ de la ferme (échelon de la production),Production,61.40724
07-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé artisanalement en fromage (conventionnel),Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,76.337658
07-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé en fromage (conventionnel),Lait cru,Conventionnel,Région 4,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,70.85563
07-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé en fromage (conventionnel),Lait cru,Conventionnel,Région 2,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,68.72598
07-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait CH, total",Lait cru,NA,Région 1,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,72.511575
07-2014,Hors TVA,Centimes,Valeur réalisée,AMA Österreich,NA,Prix,Lait et produits laitiers,"Lait AT, total",Lait cru,NA,Autriche,NA,"Lait cru, International",Autriche,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,45.4167
07-2014,Hors TVA,Centimes,Valeur réalisée,CLAL Italien,NA,Prix,Lait et produits laitiers,"Lait IT, total",Lait cru,NA,Italie,NA,"Lait cru, International",Italie,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,49.543691
07-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait de centrale (conventionnel),Lait cru,Conventionnel,Région 5,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,70.116036
07-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait conventionnel, total",Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,67.58445
06-2014,Hors TVA,Centimes,Valeur réalisée,BLE Deutschland,NA,Prix,Lait et produits laitiers,"Lait DE, total",Lait cru,NA,Allemagne,NA,"Lait cru, International",Allemagne,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,46.781009
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait CH, total",Lait cru,NA,Région 4,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,68.563459
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait bio, total",Lait cru,Bio,Région 2,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,77.853552
06-2014,Hors TVA,Centimes,Valeur réalisée,CLAL Italien,NA,Prix,Lait et produits laitiers,"Lait NZ, total",Lait cru,NA,Nouvelle-Zélande,NA,"Lait cru, International",Nouvelle-Zélande,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,36.555181
06-2014,Hors TVA,Centimes,Valeur réalisée,France Agrimer,NA,Prix,Lait et produits laitiers,"Lait FR, total",Lait cru,NA,France,NA,"Lait cru, International",France,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,43.577284
06-2014,Hors TVA,Centimes,Prix indicatif,CLAL Italien,NA,Prix,Lait et produits laitiers,Prix du lait spot Italie Lodi,Lait cru,NA,Italie,NA,"Lait cru, International",Italie,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,50.094484
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Segment B,Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,segment B,Au départ de la ferme (échelon de la production),Production,58.402712
06-2014,Hors TVA,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait CH, total",Lait cru,NA,Suisse,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,66.829673
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait bio, total",Lait cru,Bio,Suisse,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,77.751334
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait de centrale (conventionnel),Lait cru,Conventionnel,Région 4,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,66.621853
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait de centrale (conventionnel),Lait cru,Conventionnel,Région 2,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,65.993285
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé en fromage (conventionnel),Lait cru,Conventionnel,Région 1,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,78.540796
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait CH, total",Lait cru,NA,Région 2,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,67.205701
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé en fromage (conventionnel),Lait cru,Conventionnel,Région 4,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,69.718546
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait de centrale (conventionnel),Lait cru,Conventionnel,Région 3,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,65.197713
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait bio, total",Lait cru,Bio,Région 4,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,75.30164
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé artisanalement en fromage (conventionnel),Lait cru,Conventionnel,Région 4,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,72.385011
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait CH, total",Lait cru,NA,Région 1,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,71.555784
06-2014,Hors TVA,Centimes,Prix indicatif,IFE,NA,Prix,Lait et produits laitiers,Valeur de la matière première Lait Ife,Lait cru,NA,"Reste du monde, non suisse",NA,"Lait cru, International",NA,kg,NA,Au départ de la ferme (échelon de la production),Production,44.94789
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé en fromage (conventionnel),Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,71.553238
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé artisanalement en fromage (conventionnel),Lait cru,Conventionnel,Région 2,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,69.896696
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé en fromage (conventionnel),Lait cru,Conventionnel,Région 5,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,71.760762
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé artisanalement en fromage (conventionnel),Lait cru,Conventionnel,Région 5,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,74.724607
06-2014,NA,Centimes,Prix indicatif,IPL,NA,Prix,Lait et produits laitiers,"Lait conventionnel, total",Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,segment B,Production non définie,Production,60.2
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait CH, total",Lait cru,NA,Suisse,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,68.500415
06-2014,NA,Centimes,Prix indicatif,IPL,NA,Prix,Lait et produits laitiers,"Prix indicatif, segment B",Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,segment B,Production non définie,Production,60.2
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé artisanalement en fromage (conventionnel),Lait cru,Conventionnel,Région 1,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,81.995164
06-2014,NA,Centimes,Prix indicatif,IPL,NA,Prix,Lait et produits laitiers,"Prix indicatif, segment A",Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,segment A,Production non définie,Production,71
06-2014,Hors TVA,Centimes,Valeur réalisée,AMA Österreich,NA,Prix,Lait et produits laitiers,"Lait AT, total",Lait cru,NA,Autriche,NA,"Lait cru, International",Autriche,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,45.617845
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait de centrale (conventionnel),Lait cru,Conventionnel,Région 1,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,65.173312
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait bio, total",Lait cru,Bio,Région 1,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,82.99583
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé artisanalement en fromage (conventionnel),Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,75.161424
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait de centrale (conventionnel),Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,65.922829
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait CH, total",Lait cru,NA,Région 3,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,66.034613
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait conventionnel, total",Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,67.35449
06-2014,Hors TVA,Centimes,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,"Lait UE, total",Lait cru,NA,UE,NA,"Lait cru, International",UE-28,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,45.581302
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait de centrale (conventionnel),Lait cru,Conventionnel,Région 5,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,67.218587
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait CH, total",Lait cru,NA,Région 5,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,71.918742
06-2014,Hors TVA,Centimes,Valeur réalisée,CLAL Italien,NA,Prix,Lait et produits laitiers,"Lait IT, total",Lait cru,NA,Italie,NA,"Lait cru, International",Italie,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,52.626671
06-2014,NA,Centimes,Prix indicatif,IPL,NA,Prix,Lait et produits laitiers,"Lait conventionnel, total",Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,segment A,Production non définie,Production,71
06-2014,Hors TVA,Centimes,Valeur réalisée,CLAL Italien,NA,Prix,Lait et produits laitiers,"Lait USA, total",Lait cru,NA,USA / Canada,NA,"Lait cru, International",USA,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,45.837103
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Segment A,Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,segment A,Au départ de la ferme (échelon de la production),Production,67.302352
06-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé en fromage (conventionnel),Lait cru,Conventionnel,Région 2,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,68.454267
05-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait CH, total",Lait cru,NA,Région 5,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,71.090021
05-2014,Hors TVA,Centimes,Valeur réalisée,France Agrimer,NA,Prix,Lait et produits laitiers,"Lait FR, total",Lait cru,NA,France,NA,"Lait cru, International",France,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,40.968706
05-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait CH, total",Lait cru,NA,Suisse,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,67.666579
05-2014,Hors TVA,Centimes,Valeur réalisée,CLAL Italien,NA,Prix,Lait et produits laitiers,"Lait USA, total",Lait cru,NA,USA / Canada,NA,"Lait cru, International",USA,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,47.41254
05-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Segment B,Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,segment B,Au départ de la ferme (échelon de la production),Production,56.98896
05-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé en fromage (conventionnel),Lait cru,Conventionnel,Région 2,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,67.840723
05-2014,Hors TVA,Centimes,Valeur réalisée,AMA Österreich,NA,Prix,Lait et produits laitiers,"Lait AT, total",Lait cru,NA,Autriche,NA,"Lait cru, International",Autriche,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,46.960992
05-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait de centrale (conventionnel),Lait cru,Conventionnel,Région 3,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,63.666436
05-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait de centrale (conventionnel),Lait cru,Conventionnel,Région 5,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,64.474843
05-2014,NA,Centimes,Prix indicatif,IPL,NA,Prix,Lait et produits laitiers,"Lait conventionnel, total",Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,segment B,Production non définie,Production,61.1
05-2014,Hors TVA,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait CH, total",Lait cru,NA,Suisse,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,66.016176
05-2014,Hors TVA,Centimes,Prix indicatif,CLAL Italien,NA,Prix,Lait et produits laitiers,Prix du lait spot Italie Lodi,Lait cru,NA,Italie,NA,"Lait cru, International",Italie,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,44.542769
05-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé artisanalement en fromage (conventionnel),Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,75.709829
05-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait conventionnel, total",Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,66.447259
05-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé artisanalement en fromage (conventionnel),Lait cru,Conventionnel,Région 4,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,72.018845
05-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé en fromage (conventionnel),Lait cru,Conventionnel,Région 5,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,71.854348
05-2014,Hors TVA,Centimes,Prix indicatif,IFE,NA,Prix,Lait et produits laitiers,Valeur de la matière première Lait Ife,Lait cru,NA,"Reste du monde, non suisse",NA,"Lait cru, International",NA,kg,NA,Au départ de la ferme (échelon de la production),Production,44.42256
05-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Segment A,Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,segment A,Au départ de la ferme (échelon de la production),Production,67.110872
05-2014,Hors TVA,Centimes,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,"Lait UE, total",Lait cru,NA,UE,NA,"Lait cru, International",UE-28,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,45.655164
05-2014,NA,Centimes,Prix indicatif,IPL,NA,Prix,Lait et produits laitiers,"Prix indicatif, segment A",Lait cru,Conventionnel,Suisse,NA,Lait cru CH,Suisse,kg,segment A,Production non définie,Production,71
05-2014,Hors TVA,Centimes,Valeur réalisée,CLAL Italien,NA,Prix,Lait et produits laitiers,"Lait IT, total",Lait cru,NA,Italie,NA,"Lait cru, International",Italie,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,52.72604
05-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait transformé artisanalement en fromage (conventionnel),Lait cru,Conventionnel,Région 1,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,83.106545
05-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait bio, total",Lait cru,Bio,Région 2,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,75.115935
05-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait CH, total",Lait cru,NA,Région 1,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,72.43427
05-2014,Hors TVA,Centimes,Valeur réalisée,BLE Deutschland,NA,Prix,Lait et produits laitiers,"Lait DE, total",Lait cru,NA,Allemagne,NA,"Lait cru, International",Allemagne,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,47.339316
05-2014,TVA incluse,Centimes,Valeur réalisée,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Lait bio, total",Lait cru,Bio,Région 1,NA,Lait cru CH,Suisse,kg,Lait cru sans définition supplémentaire,Au départ de la ferme (échelon de la production),Production,83.65454
